i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
194-7,2013_Q4,Centre-est,3,4,3,1,2,1,1,0,0,0,1,0,1,0,1,2,1,1,2.397895273
194-8,2013_Q4,Centre-est,2,3,1,2,1,1,0,1,2,0,0,0,0,1,1,1,0,0,2.079441542
194-9,2013_Q4,Centre-est,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
195-1,2013_Q4,Centre-est,2,1,2,2,0,0,1,2,0,0,0,0,1,1,0,0,1,1,1.945910149
195-10,2013_Q4,Centre-est,3,7,1,4,3,1,3,2,0,1,1,0,0,2,1,1,0,0,2.708050201
195-11,2013_Q4,Centre-est,2,4,1,0,2,0,2,0,0,0,0,0,1,1,0,0,0,1,1.945910149
195-12,2013_Q4,Centre-est,2,3,2,2,2,0,1,1,0,1,0,0,1,1,0,0,1,1,2.197224577
195-2,2013_Q4,Centre-est,2,1,1,4,1,0,0,1,0,2,0,1,0,1,1,0,0,1,2.079441542
195-3,2013_Q4,Centre-est,2,1,0,4,0,1,0,0,1,1,0,2,0,1,0,1,0,0,1.945910149
195-4,2013_Q4,Centre-est,4,2,3,3,2,0,0,1,0,0,1,2,1,2,0,2,1,0,2.48490665
195-5,2013_Q4,Centre-est,6,5,2,7,0,1,3,1,1,4,1,1,1,2,0,3,1,1,2.995732274
195-6,2013_Q4,Centre-est,3,2,1,5,1,0,1,3,0,2,0,0,0,0,1,3,0,0,2.397895273
195-7,2013_Q4,Centre-est,6,10,2,10,1,2,5,4,4,4,0,0,0,2,1,2,1,2,3.33220451
195-8,2013_Q4,Centre-est,3,5,4,6,1,1,0,1,2,2,2,3,3,0,1,2,0,0,2.890371758
195-9,2013_Q4,Centre-est,5,5,1,5,1,1,2,2,2,0,0,2,0,3,1,2,0,0,2.772588722
196-1,2013_Q4,Centre-est,2,0,1,4,0,2,0,2,0,0,0,0,1,2,0,0,0,0,1.945910149
196-10,2013_Q4,Centre-est,2,2,1,4,1,0,1,1,0,3,0,0,0,2,1,0,0,0,2.197224577
196-11,2013_Q4,Centre-est,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
196-12,2013_Q4,Centre-est,2,4,1,1,1,1,2,0,1,0,0,0,1,2,0,0,0,0,2.079441542
196-13,2013_Q4,Centre-est,4,5,1,6,1,2,2,2,1,1,1,1,0,4,1,0,0,0,2.772588722
196-2,2013_Q4,Centre-est,1,4,2,1,2,1,2,0,0,0,0,0,2,1,0,0,0,0,2.079441542
196-3,2013_Q4,Centre-est,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
196-4,2013_Q4,Centre-est,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
196-5,2013_Q4,Centre-est,1,3,1,2,0,1,2,0,1,1,0,0,0,0,0,1,1,0,1.945910149
196-6,2013_Q4,Centre-est,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361
196-8,2013_Q4,Centre-est,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
196-9,2013_Q4,Centre-est,1,2,1,2,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1.791759469
197-1,2013_Q4,Centre-est,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1.609437912
197-10,2013_Q4,Centre-est,1,2,1,2,0,0,0,0,2,0,1,2,0,0,0,1,0,0,1.791759469
197-11,2013_Q4,Centre-est,3,0,1,2,0,1,0,0,0,0,0,2,1,1,0,1,0,0,1.791759469
197-12,2013_Q4,Centre-est,1,0,0,5,0,1,0,2,0,1,0,1,0,0,0,1,0,0,1.791759469
197-2,2013_Q4,Centre-est,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.098612289
197-3,2013_Q4,Centre-est,2,4,1,2,0,1,2,0,2,0,0,1,0,1,1,1,0,0,2.197224577
197-4,2013_Q4,Centre-est,1,1,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1.609437912
197-5,2013_Q4,Centre-est,2,3,0,1,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1.791759469
197-6,2013_Q4,Centre-est,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.098612289
197-7,2013_Q4,Centre-est,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.098612289
197-8,2013_Q4,Centre-est,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1.386294361
197-9,2013_Q4,Centre-est,2,5,2,1,1,0,2,0,1,0,1,1,1,2,0,0,1,0,2.302585093
198-1,2013_Q4,Centre-est,1,2,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1.791759469
198-10,2013_Q4,Centre-est,1,2,2,2,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1.945910149
198-11,2013_Q4,Centre-est,2,3,1,4,0,3,1,0,1,1,1,0,0,1,1,1,0,0,2.302585093
198-12,2013_Q4,Centre-est,1,1,1,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
198-2,2013_Q4,Centre-est,1,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.386294361
198-3,2013_Q4,Centre-est,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1.609437912
198-4,2013_Q4,Centre-est,1,2,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1.609437912
198-5,2013_Q4,Centre-est,1,3,0,3,2,1,0,0,1,1,0,1,0,0,0,1,0,0,1.945910149
198-6,2013_Q4,Centre-est,3,3,1,1,0,0,0,1,3,0,0,0,0,1,1,1,0,1,2.079441542
198-7,2013_Q4,Centre-est,2,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1.609437912
198-8,2013_Q4,Centre-est,4,5,5,1,2,1,1,0,0,0,2,1,3,2,1,0,1,1,2.708050201
198-9,2013_Q4,Centre-est,2,5,1,2,2,1,1,1,1,0,1,0,0,0,1,2,0,0,2.302585093
199-1,2013_Q4,Centre-est,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.098612289
199-10,2013_Q4,Centre-est,3,3,2,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,2.197224577
199-11,2013_Q4,Centre-est,10,5,9,11,1,4,2,0,1,5,2,3,5,5,1,2,2,2,3.555348061
199-12,2013_Q4,Centre-est,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1.386294361
199-2,2013_Q4,Centre-est,1,1,2,2,0,0,0,1,0,0,2,1,0,0,0,1,1,0,1.791759469
199-3,2013_Q4,Centre-est,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.098612289
199-4,2013_Q4,Centre-est,3,1,1,2,0,1,1,0,0,0,0,1,0,2,1,0,0,1,1.945910149
199-5,2013_Q4,Centre-est,2,1,0,3,1,0,0,1,0,2,0,0,0,1,0,0,0,1,1.791759469
199-6,2013_Q4,Centre-est,3,2,2,1,0,0,2,1,0,0,0,0,2,2,0,1,0,0,2.079441542
199-7,2013_Q4,Centre-est,1,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1.609437912
199-8,2013_Q4,Centre-est,2,2,1,2,0,1,0,0,0,1,3,0,0,1,0,1,0,0,1.945910149
199-9,2013_Q4,Centre-est,1,0,1,5,0,1,0,2,0,1,0,1,0,0,0,1,1,0,1.945910149
2-1,2013_Q4,Boucle-du-mouhoun,1,0,1,4,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1.791759469
2-10,2013_Q4,Boucle-du-mouhoun,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2-11,2013_Q4,Boucle-du-mouhoun,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1.609437912
2-12,2013_Q4,Boucle-du-mouhoun,2,5,2,3,1,1,1,1,1,1,2,0,1,1,0,1,1,0,2.48490665
2-2,2013_Q4,Boucle-du-mouhoun,2,1,1,2,0,1,0,1,0,0,1,0,0,2,1,0,0,0,1.791759469
2-3,2013_Q4,Boucle-du-mouhoun,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289
2-4,2013_Q4,Boucle-du-mouhoun,1,1,3,3,0,1,0,1,0,0,1,1,2,0,1,1,0,0,2.079441542
2-5,2013_Q4,Boucle-du-mouhoun,1,1,1,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1.609437912
2-6,2013_Q4,Boucle-du-mouhoun,2,3,1,2,2,0,1,1,0,1,0,0,1,1,0,1,0,0,2.079441542
2-7,2013_Q4,Boucle-du-mouhoun,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
2-8,2013_Q4,Boucle-du-mouhoun,0,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1.386294361
2-9,2013_Q4,Boucle-du-mouhoun,1,2,3,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1.791759469
20-1,2013_Q4,Boucle-du-mouhoun,3,3,2,3,0,2,0,0,1,1,2,0,1,2,0,1,1,0,2.397895273
20-10,2013_Q4,Boucle-du-mouhoun,2,5,1,2,1,0,3,1,1,0,0,1,0,1,1,1,0,0,2.302585093
20-11,2013_Q4,Boucle-du-mouhoun,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
20-12,2013_Q4,Boucle-du-mouhoun,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1.386294361
20-2,2013_Q4,Boucle-du-mouhoun,3,2,1,2,0,0,1,1,0,1,1,1,0,1,1,1,0,0,2.079441542
20-3,2013_Q4,Boucle-du-mouhoun,1,0,1,3,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
20-4,2013_Q4,Boucle-du-mouhoun,2,2,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1.609437912
20-5,2013_Q4,Boucle-du-mouhoun,1,3,2,2,0,0,1,1,1,0,2,1,0,0,1,1,0,0,2.079441542
20-6,2013_Q4,Boucle-du-mouhoun,4,6,2,4,3,0,2,1,0,3,1,0,0,1,2,2,0,1,2.772588722
20-7,2013_Q4,Boucle-du-mouhoun,4,3,4,4,0,0,1,1,1,1,2,2,2,2,0,0,1,2,2.708050201
20-8,2013_Q4,Boucle-du-mouhoun,1,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20-9,2013_Q4,Boucle-du-mouhoun,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
200-1,2013_Q4,Centre-est,2,1,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1.609437912
200-10,2013_Q4,Centre-est,1,6,1,3,1,0,0,2,4,0,1,1,0,0,0,1,1,0,2.397895273
200-11,2013_Q4,Centre-est,1,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
200-12,2013_Q4,Centre-est,1,1,1,3,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1.791759469
200-2,2013_Q4,Centre-est,3,3,1,4,1,2,1,1,1,1,0,0,0,3,0,0,1,0,2.397895273
200-3,2013_Q4,Centre-est,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
200-4,2013_Q4,Centre-est,1,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
200-5,2013_Q4,Centre-est,1,2,1,3,0,0,0,1,2,1,0,2,0,0,1,0,0,0,1.945910149
200-6,2013_Q4,Centre-est,3,2,2,4,0,0,0,1,1,2,1,1,2,2,0,1,0,0,2.397895273
200-7,2013_Q4,Centre-est,1,4,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1.945910149
200-8,2013_Q4,Centre-est,1,1,2,4,0,0,0,1,1,2,0,1,1,0,0,0,1,1,2.079441542
200-9,2013_Q4,Centre-est,1,2,1,2,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1.791759469
201-1,2013_Q4,Centre-est,1,0,1,3,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.609437912
201-10,2013_Q4,Centre-est,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201-11,2013_Q4,Centre-est,1,0,5,1,0,0,0,1,0,0,0,0,4,0,0,1,1,0,1.945910149
201-12,2013_Q4,Centre-est,1,3,2,2,0,0,1,1,0,1,2,0,1,0,1,1,0,0,2.079441542
201-2,2013_Q4,Centre-est,2,4,1,3,0,0,2,1,1,1,1,1,0,0,0,2,1,0,2.302585093
201-3,2013_Q4,Centre-est,2,1,2,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1.791759469
201-4,2013_Q4,Centre-est,2,5,1,4,2,0,2,2,1,1,0,1,0,1,1,1,0,0,2.48490665
201-5,2013_Q4,Centre-est,2,2,3,3,1,1,1,1,0,1,1,0,1,2,0,0,1,0,2.302585093
201-6,2013_Q4,Centre-est,1,2,1,2,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1.791759469
201-7,2013_Q4,Centre-est,1,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
201-8,2013_Q4,Centre-est,2,5,4,4,0,0,1,2,3,2,2,0,2,0,0,2,1,0,2.708050201
201-9,2013_Q4,Centre-est,1,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
202-1,2013_Q4,Centre-est,1,0,1,3,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1.609437912
202-10,2013_Q4,Centre-est,1,1,0,3,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1.609437912
202-11,2013_Q4,Centre-est,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
202-12,2013_Q4,Centre-est,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.098612289
202-13,2013_Q4,Centre-est,2,2,2,3,1,1,0,1,1,1,0,0,1,1,0,1,1,0,2.197224577
202-3,2013_Q4,Centre-est,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.098612289
202-4,2013_Q4,Centre-est,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
202-5,2013_Q4,Centre-est,1,0,1,5,0,1,0,2,0,2,0,0,0,0,0,1,1,0,1.945910149
202-6,2013_Q4,Centre-est,1,3,2,2,1,1,0,0,1,1,2,0,0,1,1,0,0,0,2.079441542
202-7,2013_Q4,Centre-est,1,2,1,2,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1.791759469
202-8,2013_Q4,Centre-est,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1.386294361
202-9,2013_Q4,Centre-est,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
203-1,2013_Q4,Centre-est,2,2,1,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1.791759469
203-10,2013_Q4,Centre-est,1,3,2,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1.945910149
203-11,2013_Q4,Centre-est,2,2,0,2,0,1,2,0,0,0,0,1,0,0,0,1,0,1,1.791759469
203-12,2013_Q4,Centre-est,2,1,3,1,0,0,0,0,0,0,1,1,2,0,1,2,0,0,1.945910149
203-2,2013_Q4,Centre-est,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806
203-3,2013_Q4,Centre-est,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
203-4,2013_Q4,Centre-est,3,1,1,1,0,1,0,0,0,0,1,0,1,2,0,0,0,1,1.791759469
203-5,2013_Q4,Centre-est,4,3,1,1,0,0,1,1,2,0,0,0,0,2,1,1,0,1,2.197224577
203-6,2013_Q4,Centre-est,5,2,1,7,1,2,1,3,0,0,0,2,0,1,0,2,1,2,2.708050201
203-7,2013_Q4,Centre-est,2,4,1,2,1,1,2,0,1,1,0,0,1,2,0,0,0,0,2.197224577
203-8,2013_Q4,Centre-est,1,3,1,3,0,2,1,0,2,1,0,0,0,0,0,1,1,0,2.079441542
203-9,2013_Q4,Centre-est,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
204-1,2013_Q4,Centre-est,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912
204-10,2013_Q4,Centre-est,2,2,1,2,2,0,0,2,0,0,0,0,1,2,0,0,0,0,1.945910149
204-11,2013_Q4,Centre-est,2,1,2,6,0,0,0,3,0,3,1,0,1,0,0,0,1,2,2.397895273
204-12,2013_Q4,Centre-est,2,3,1,3,1,0,1,1,1,2,0,0,1,2,0,0,0,0,2.197224577
204-2,2013_Q4,Centre-est,2,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1.791759469
204-3,2013_Q4,Centre-est,1,1,1,3,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1.791759469
204-4,2013_Q4,Centre-est,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1.386294361
204-5,2013_Q4,Centre-est,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
204-6,2013_Q4,Centre-est,2,2,0,2,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1.791759469
204-7,2013_Q4,Centre-est,1,2,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1.609437912
204-8,2013_Q4,Centre-est,5,7,2,5,0,2,4,0,1,2,2,1,0,3,1,1,1,1,2.944438979
204-9,2013_Q4,Centre-est,4,4,2,1,0,1,0,0,2,0,2,1,1,1,0,0,1,2,2.397895273
205-1,2013_Q4,Centre-est,2,4,2,0,1,0,0,0,2,0,1,0,1,0,1,1,0,1,2.079441542
205-10,2013_Q4,Centre-est,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.386294361
205-11,2013_Q4,Centre-est,3,5,2,0,1,0,2,0,2,0,0,1,0,0,2,1,0,1,2.302585093
205-12,2013_Q4,Centre-est,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1.609437912
205-2,2013_Q4,Centre-est,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1.609437912
205-3,2013_Q4,Centre-est,1,2,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1.386294361
205-4,2013_Q4,Centre-est,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1.386294361
205-5,2013_Q4,Centre-est,1,0,1,5,0,2,0,2,0,1,0,0,0,0,0,1,1,0,1.945910149
205-6,2013_Q4,Centre-est,1,0,1,3,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912
205-7,2013_Q4,Centre-est,2,1,2,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1.791759469
205-8,2013_Q4,Centre-est,1,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912
205-9,2013_Q4,Centre-est,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.386294361
206-10,2013_Q4,Centre-est,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
206-11,2013_Q4,Centre-est,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1.386294361
206-12,2013_Q4,Centre-est,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6931471806
206-13,2013_Q4,Centre-est,3,1,1,3,1,0,0,1,0,1,1,2,0,1,0,0,0,1,2.079441542
206-2,2013_Q4,Centre-est,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
206-3,2013_Q4,Centre-est,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471806
206-4,2013_Q4,Centre-est,1,3,1,2,1,0,1,0,0,2,1,0,0,0,1,1,0,0,1.945910149
206-5,2013_Q4,Centre-est,1,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
206-6,2013_Q4,Centre-est,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471806
206-7,2013_Q4,Centre-est,1,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1.386294361
206-8,2013_Q4,Centre-est,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.098612289
206-9,2013_Q4,Centre-est,2,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1.609437912
207-1,2013_Q4,Centre-est,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.386294361
207-10,2013_Q4,Centre-est,1,2,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1.609437912
207-11,2013_Q4,Centre-est,2,2,2,3,1,1,1,1,0,0,0,2,2,1,0,0,0,0,2.197224577
207-12,2013_Q4,Centre-est,2,2,1,4,0,2,1,1,1,0,0,1,1,1,0,0,0,1,2.197224577
207-13,2013_Q4,Centre-est,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
207-2,2013_Q4,Centre-est,1,2,1,2,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1.791759469
207-3,2013_Q4,Centre-est,2,1,2,1,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1.791759469
207-4,2013_Q4,Centre-est,2,0,1,2,0,0,0,1,0,1,0,0,0,2,1,0,0,0,1.609437912
207-5,2013_Q4,Centre-est,3,4,1,7,2,2,1,3,1,2,0,0,0,2,1,1,0,0,2.708050201
207-6,2013_Q4,Centre-est,2,1,2,3,0,1,1,1,0,1,0,0,1,1,1,0,0,1,2.079441542
207-7,2013_Q4,Centre-est,2,1,1,2,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1.791759469
207-9,2013_Q4,Centre-est,2,3,1,2,1,0,1,0,0,2,1,0,0,1,1,1,0,0,2.079441542
208-1,2013_Q4,Centre-est,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
208-10,2013_Q4,Centre-est,1,2,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1.609437912
208-11,2013_Q4,Centre-est,2,3,1,3,0,2,1,1,1,0,1,0,0,1,0,0,1,1,2.197224577
208-12,2013_Q4,Centre-est,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.386294361
208-2,2013_Q4,Centre-est,2,1,0,3,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1.791759469
208-3,2013_Q4,Centre-est,2,1,1,2,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1.791759469
208-4,2013_Q4,Centre-est,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
208-5,2013_Q4,Centre-est,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.386294361
208-6,2013_Q4,Centre-est,1,2,0,3,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1.791759469
208-7,2013_Q4,Centre-est,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
208-8,2013_Q4,Centre-est,2,3,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1.791759469
208-9,2013_Q4,Centre-est,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
209-1,2013_Q4,Centre-est,2,3,3,2,1,0,1,0,0,2,1,0,2,1,1,1,0,0,2.302585093
209-10,2013_Q4,Centre-est,2,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,1.791759469
209-11,2013_Q4,Centre-est,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
209-12,2013_Q4,Centre-est,1,4,1,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1.791759469
209-2,2013_Q4,Centre-est,2,2,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1.609437912
209-3,2013_Q4,Centre-est,3,2,2,1,2,0,0,0,0,1,0,1,1,1,0,1,1,0,2.079441542
209-4,2013_Q4,Centre-est,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
209-5,2013_Q4,Centre-est,1,0,1,3,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1.609437912
209-6,2013_Q4,Centre-est,1,3,0,2,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1.791759469
209-7,2013_Q4,Centre-est,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209-8,2013_Q4,Centre-est,1,4,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,1.791759469
209-9,2013_Q4,Centre-est,1,2,1,3,0,0,0,2,0,1,2,0,0,0,1,1,0,0,1.945910149
21-1,2013_Q4,Boucle-du-mouhoun,2,0,2,3,0,0,0,2,0,0,0,2,1,0,0,0,1,1,1.945910149
21-10,2013_Q4,Boucle-du-mouhoun,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1.386294361
21-11,2013_Q4,Boucle-du-mouhoun,1,2,1,2,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1.791759469
21-12,2013_Q4,Boucle-du-mouhoun,1,1,0,4,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1.791759469
21-13,2013_Q4,Boucle-du-mouhoun,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471806
21-2,2013_Q4,Boucle-du-mouhoun,1,1,1,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1.609437912
21-3,2013_Q4,Boucle-du-mouhoun,1,1,3,3,0,2,1,1,0,0,1,0,1,1,1,0,0,0,2.079441542
21-4,2013_Q4,Boucle-du-mouhoun,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21-5,2013_Q4,Boucle-du-mouhoun,1,2,1,3,0,2,0,1,1,0,1,0,0,0,1,1,0,0,1.945910149
21-6,2013_Q4,Boucle-du-mouhoun,1,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
21-7,2013_Q4,Boucle-du-mouhoun,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
21-9,2013_Q4,Boucle-du-mouhoun,2,4,1,2,1,1,1,1,2,0,0,0,0,2,1,0,0,0,2.197224577
210-1,2013_Q4,Centre-est,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.386294361
210-10,2013_Q4,Centre-est,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
210-11,2013_Q4,Centre-est,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
210-12,2013_Q4,Centre-est,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
210-13,2013_Q4,Centre-est,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
210-2,2013_Q4,Centre-est,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
210-4,2013_Q4,Centre-est,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
210-5,2013_Q4,Centre-est,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
210-6,2013_Q4,Centre-est,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
210-7,2013_Q4,Centre-est,1,2,0,3,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1.791759469
210-8,2013_Q4,Centre-est,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1.386294361
210-9,2013_Q4,Centre-est,1,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
