i,t,m,Females 00-00,Females 01-04,Females 05-09,Females 10-14,Females 15-19,Females 20-29,Females 30-49,Females 50-59,Females 60-99,Males 00-00,Males 01-04,Males 05-09,Males 10-14,Males 15-19,Males 20-29,Males 30-49,Males 50-59,Males 60-99,boys,girls,log HSize,men,women
70417/04,2016-17,Eastern,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.609437912,1,2
70417/05,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70417/06,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,0,1
70417/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70417/08,2016-17,Eastern,0,2,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,2,2,2.079441542,1,3
70417/09,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,1.609437912,1,1
70417/10,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70417/11,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70417/12,2016-17,Eastern,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.098612289,1,1
70417/13,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,1.791759469,4,1
70417/14,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70417/15,2016-17,Eastern,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1.386294361,0,1
70418/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1.945910149,7,0
70418/02,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70418/03,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,1.386294361,1,1
70418/04,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70418/05,2016-17,Eastern,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,0,3,0,1.945910149,1,3
70418/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70418/07,2016-17,Eastern,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,1,1,1.945910149,3,2
70418/08,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806,2,0
70418/09,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70418/10,2016-17,Eastern,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,1.945910149,3,1
70418/11,2016-17,Eastern,0,1,0,2,3,1,1,0,0,0,0,2,0,1,1,1,1,0,3,5,2.63905733,3,3
70418/12,2016-17,Eastern,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1.609437912,1,2
70418/13,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70418/14,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806,0,1
70418/15,2016-17,Eastern,0,1,0,0,0,1,1,1,0,0,0,0,1,0,3,1,1,0,1,1,2.302585093,5,3
70419/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.098612289,3,0
70419/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70419/03,2016-17,Eastern,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70419/04,2016-17,Eastern,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,2,1,1.791759469,1,2
70419/05,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1.386294361,0,1
70419/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70419/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70419/08,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70419/09,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70419/10,2016-17,Eastern,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.609437912,2,3
70419/11,2016-17,Eastern,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1.609437912,1,1
70419/12,2016-17,Eastern,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289,1,1
70419/13,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70419/14,2016-17,Eastern,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1.609437912,0,2
70419/15,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70420/01,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70420/02,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1.098612289,0,1
70420/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70420/04,2016-17,Eastern,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.386294361,1,2
70420/05,2016-17,Eastern,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70420/06,2016-17,Eastern,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70420/07,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70420/08,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,1.609437912,3,1
70420/09,2016-17,Eastern,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1.386294361,2,1
70420/10,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,4,1,1.945910149,1,1
70420/11,2016-17,Eastern,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,1.386294361,0,1
70420/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70420/13,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1.386294361,0,1
70420/14,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70420/15,2016-17,Eastern,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,1,1.609437912,1,1
70421/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70421/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806,2,0
70421/03,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70421/04,2016-17,Eastern,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,4,1.945910149,1,1
70421/05,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.098612289,1,1
70421/06,2016-17,Eastern,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289,2,0
70421/07,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70421/08,2016-17,Eastern,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1.791759469,3,3
70421/09,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70421/10,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70421/11,2016-17,Eastern,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70421/12,2016-17,Eastern,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,2,1.945910149,1,3
70421/13,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,2,1
70421/14,2016-17,Eastern,1,2,2,0,1,3,0,0,1,0,0,1,1,2,0,1,0,0,2,6,2.708050201,3,4
70421/15,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70422/01,2016-17,Eastern,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,3,2.079441542,1,3
70422/02,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1.386294361,0,1
70422/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70422/04,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70422/05,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1.386294361,1,2
70422/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70422/07,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70422/08,2016-17,Eastern,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1.609437912,1,1
70422/09,2016-17,Eastern,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,2,1.791759469,0,1
70422/10,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.098612289,0,2
70422/11,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70422/12,2016-17,Eastern,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1.609437912,1,1
70422/13,2016-17,Eastern,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70422/14,2016-17,Eastern,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,1.791759469,1,1
70422/15,2016-17,Eastern,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70423/01,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,3,1,1.791759469,1,1
70423/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70423/03,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70423/04,2016-17,Eastern,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,3,1,1.609437912,0,1
70423/05,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70423/06,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.098612289,1,1
70423/07,2016-17,Eastern,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,2,2,1.945910149,1,2
70423/08,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70423/09,2016-17,Eastern,1,0,0,1,0,3,2,0,0,0,0,1,0,3,2,0,1,0,3,2,2.63905733,4,5
70423/10,2016-17,Eastern,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.098612289,1,2
70423/11,2016-17,Eastern,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1.609437912,1,1
70423/12,2016-17,Eastern,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1.386294361,1,2
70423/13,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70423/14,2016-17,Eastern,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1.791759469,3,2
70423/15,2016-17,Eastern,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1.791759469,1,2
70424/01,2016-17,Eastern,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,3
70424/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70424/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70424/04,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70424/05,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1.386294361,3,1
70424/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70424/07,2016-17,Eastern,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1.609437912,0,4
70424/08,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70424/09,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6931471806,0,1
70424/10,2016-17,Eastern,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1.609437912,2,2
70424/11,2016-17,Eastern,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1.609437912,1,1
70424/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,2,0
70424/13,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70424/14,2016-17,Eastern,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,2,0,1.945910149,2,3
70424/15,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70425/01,2016-17,Eastern,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70425/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70425/03,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70425/04,2016-17,Eastern,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,1,0,1,1,1.945910149,3,2
70425/05,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70425/06,2016-17,Eastern,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.386294361,2,2
70425/07,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.6931471806,0,1
70425/09,2016-17,Eastern,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70425/10,2016-17,Eastern,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1.609437912,1,1
70425/11,2016-17,Eastern,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1.609437912,1,2
70425/12,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806,0,1
70425/13,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70425/14,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70425/15,2016-17,Eastern,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1.609437912,0,2
70426/01,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70426/02,2016-17,Eastern,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70426/03,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70426/04,2016-17,Eastern,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1,0
70426/05,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6931471806,1,1
70426/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70426/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70426/08,2016-17,Eastern,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1.386294361,0,2
70426/09,2016-17,Eastern,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1.609437912,1,2
70426/10,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6931471806,1,1
70426/11,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70426/12,2016-17,Eastern,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,1,1.609437912,1,1
70426/13,2016-17,Eastern,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1.386294361,0,3
70426/14,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70426/15,2016-17,Eastern,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,3
70427/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70427/02,2016-17,Eastern,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1.386294361,0,1
70427/03,2016-17,Eastern,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1.386294361,1,2
70427/04,2016-17,Eastern,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1.945910149,1,3
70427/05,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,1.609437912,2,1
70427/06,2016-17,Eastern,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1.386294361,1,1
70427/07,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70427/08,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70427/09,2016-17,Eastern,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.386294361,0,3
70427/10,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70427/11,2016-17,Eastern,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70427/12,2016-17,Eastern,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1.609437912,1,2
70427/13,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70427/14,2016-17,Eastern,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70427/15,2016-17,Eastern,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,4,1,2.079441542,2,1
70428/01,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70428/02,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70428/03,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70428/04,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,2,0,1.609437912,2,1
70428/05,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70428/06,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1.386294361,1,1
70428/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70428/08,2016-17,Eastern,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1.609437912,1,2
70428/09,2016-17,Eastern,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1.609437912,1,1
70428/10,2016-17,Eastern,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1.098612289,0,2
70428/11,2016-17,Eastern,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70428/13,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70428/14,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70428/15,2016-17,Eastern,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1.386294361,1,1
70429/01,2016-17,Eastern,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1.386294361,0,2
70429/02,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,0,1
70429/03,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1.098612289,0,1
70429/04,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
70429/05,2016-17,Eastern,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1.386294361,0,2
70429/06,2016-17,Eastern,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1.386294361,0,2
70429/07,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70429/08,2016-17,Eastern,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2,1,1.791759469,1,2
70429/09,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70429/10,2016-17,Eastern,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1,0
70429/11,2016-17,Eastern,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70429/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289,3,0
70429/13,2016-17,Eastern,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.098612289,1,0
70429/14,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806,0,1
70429/15,2016-17,Eastern,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1.609437912,2,2
70430/01,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70430/02,2016-17,Eastern,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70430/03,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806,0,1
70430/04,2016-17,Eastern,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.386294361,0,1
70430/05,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70430/06,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70430/07,2016-17,Eastern,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1.609437912,0,3
70430/08,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70430/09,2016-17,Eastern,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70430/10,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70430/11,2016-17,Eastern,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,2,1.791759469,0,2
70430/12,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70430/13,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6931471806,1,1
70430/14,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70430/15,2016-17,Eastern,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1.386294361,2,1
70431/01,2016-17,Eastern,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1.386294361,2,1
70431/02,2016-17,Eastern,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1.386294361,0,1
70431/03,2016-17,Eastern,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1.791759469,1,3
70431/04,2016-17,Eastern,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70431/05,2016-17,Eastern,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1.386294361,1,1
70431/06,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70431/07,2016-17,Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70431/08,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70431/09,2016-17,Eastern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70431/10,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70431/11,2016-17,Eastern,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1.098612289,1,1
